"CO_CID","DS_CID"
"D613","Anemia aplástica idiopática"
"D618","Outras anemias aplásticas especificadas"
"D619","Anemia aplástica não especificada"
"D62","Anemia aguda pós-hemorrágica"
"D630","Anemia em neoplasias"
"D638","Anemia em outras doenças classificadas em outra parte"
"D640","Anemia sideroblástica hereditária"
"D641","Anemia sideroblástica secundária a doença"
"D642","Anemia sideroblástica secundária ao uso de drogas e a toxinas"
"D643","Outras anemias sideroblásticas"
"D644","Anemia diseritropoética congênita"
"D648","Outras anemias especificadas"
"D649","Anemia não especificada"
"D65","Coagulação intravascular disseminada [síndrome de desfibrinação]"
"D66","Deficiência hereditária do fator VIII"
"D67","Deficiência hereditária do fator IX"
"D680","Doença de von Willebrand"
"D681","Deficiência hereditária de fator XI"
"D682","Deficiência hereditária de outros fatores de coagulação"
"D683","Transtorno hemorrágico devido a anticoagulantes circulantes"
"D684","Deficiência adquirida de fator de coagulação"
"D688","Outros defeitos especificados da coagulação"
"D689","Defeito de coagulação não especificado"
"D690","Púrpura alérgica"
"D691","Defeitos qualitativos das plaquetas"
"D692","Outras púrpuras não-trombocitopênicas"
"D693","Púrpura trombocitopênica idiopática"
"D694","Outra trombocitopenia primária"
"D695","Trombocitopenia secundária"
"D696","Trombocitopenia não especificada"
"D698","Outras afecções hemorrágicas especificadas"
"D699","Afecção hemorrágica não especificada"
"D70","Agranulocitose"
"D71","Transtornos funcionais dos neutrófilos polimorfonucleares"
"D720","Anomalias genéticas dos leucócitos"
"D721","Eosinofilia"
"D728","Outros transtornos especificados dos glóbulos brancos"
"D729","Transtornos não especificados dos glóbulos brancos"
"D730","Hipoesplenismo"
"D731","Hiperesplenismo"
"D732","Esplenomegalia congestiva crônica"
"D733","Abscesso do baço"
"D734","Cisto do baço"
"D735","Infarto do baço"
"D738","Outras doenças do baço"
"D739","Doença não especificada do baço"
"D740","Metemoglobinemia congênita"
"D748","Outras metemoglobinemias"
"D749","Metemoglobinemia não especificada"
"D750","Eritrocitose familiar"
"D751","Policitemia secundária"
"D752","Trombocitose essencial"
"D758","Outras doenças especificadas do sangue e dos órgãos hematopoéticos"
"D759","Doença não especificada do sangue e dos órgãos hematopoéticos"
"D760","Histiocitose das células de langerhans não classificadas em outra parte"
"D761","Linfohistiocitose hemofagocítica"
"D762","Síndrome hematofagocítica associada à infecção"
"D763","Outras síndromes histiocíticas"
"D77","Outros transtornos do sangue e dos órgãos hematopoéticos em doenças classificadas em outra parte"
"D800","Hipogamaglobulinemia hereditária"
"D801","Hipogamaglobulinemia não familiar"
"D802","Deficiência seletiva de imunoglobulina A [IGA]"
"D803","Deficiência seletiva de subclasses de imunoglobulina G [IGG]"
"D804","Deficiência seletiva de imunoglobulina M [IGM]"
"D805","Imunodeficiência com aumento de imunoglobulina M [IGM]"
"D806","Deficiência de anticorpos com imunoglobulinas próximas do normal ou com hiperimunoglobulinemia"
"D807","Hipogamaglobulinemia transitória da infância"
"D808","Outras imunodeficiências com predominância de defeitos de anticorpos"
"D809","Imunodeficiência não especificada com predominância de defeitos de anticorpos"
"D810","Imunodeficiência combinada grave [SCID] com disgenesia reticular"
"D811","Imunodeficiência combinada grave [SCID] com números baixos de células T e B"
"D812","Imunodeficiência combinada grave [SCID] com números baixos ou normais de células B"
"D813","Deficiência de adenosina-deaminase [ADA]"
"D814","Síndrome de nezelof"
"D815","Deficiência de purina-nucleosídeo fosforilase [pnp]"
"D816","Deficiência major classe I do complexo de histocompatibilidade"
"D817","Deficiência major classe II do complexo de histocompatibilidade"
"D818","Outras deficiências imunitárias combinadas"
"D819","Deficiências imunitárias combinadas não especificadas"
"D820","Síndrome de Wiskott-Aldrich"
"D821","Síndrome de di George"
"D822","Imunodeficiência com encurtamento de membros"
"D823","Imunodeficiência que se segue à resposta hereditária defeituosa ao vírus de epstein-barr (eb)"
"D824","Síndrome da hiperimunoglobulina E [IGE]"
"D828","Imunodeficiências associadas com outros defeitos major especificados"
"D829","Imunodeficiência associada com defeitos major não especificados"
"D830","Imunodeficiência comum variável com predominância de anormal. do número e da função das células B"
"D831","Imunodeficiência comum variável com predominância de transtornos imunorregulatórios de células T"
"D832","Imunodeficiência comum variável com auto-anticorpos às células B ou T"
"D838","Outras imunodeficiências comuns variáveis"
"D839","Imunodeficiência comum variável não especificada"
"D840","Defeito do antígeno-1 da função de linfócito [LFA-1]"
"D841","Defeitos no sistema complemento"
"D848","Outras imunodeficiências especificadas"
"D849","Imunodeficiência não especificada"
"D860","Sarcoidose do pulmão"
"D861","Sarcoidose dos gânglios linfáticos"
"D862","Sarcoidose do pulmão com sarcoidose dos gânglios linfáticos"
"D863","Sarcoidose da pele"
"D868","Sarcoidose de outros locais especificados e locais combinados"
"D869","Sarcoidose não especificada"
"D890","Hipergamaglobulinemia policlonal"
"D891","Crioglobulinemia"
"D892","Hipergamaglobulinemia não especificada"
"D898","Outros transtornos especificados que comprometem o mecanismo imunitário ñ classificados noutra parte"
"D899","Transtornos não especificados que comprometem o mecanismo imunitário"
"E000","Síndrome da deficiência congênita de iodo do tipo neurológico"
"E001","Síndrome da deficiência congênita de iodo do tipo mixedematoso"
"E002","Síndrome da deficiência congênita de iodo do tipo misto"
"E009","Síndrome da deficiência congênita de iodo, não especificada"
"E010","Bócio (endêmico) difuso por deficiência de iodo"
"E011","Bócio (endêmico) multinodular por deficiência de iodo"
"E012","Bócio (endêmico) não especificado, por deficiência de iodo"
"E018","Outros transtornos tireoidianos e afecções associadas, relacionados com a deficiência de iodo"
"E02","Hipotireoidismo subclínico por deficiência de iodo"
"E030","Hipotireoidismo congênito com bócio difuso"
"E031","Hipotireoidismo congênito sem bócio"
"E032","Hipotireoidismo devido a medicamentos e outras substâncias exógenas"
"E033","Hipotireoidismo pós-infeccioso"
"E034","Atrofia (adquirida) da tireóide"
"E035","Coma mixedematoso"
"E038","Outros hipotireoidismos especificados"
"E039","Hipotireoidismo não especificado"
"E040","Bócio não-tóxico difuso"
"E041","Bócio não-tóxico uninodular"
"E042","Bócio não-tóxico multinodular"
"E048","Outro bócio não-tóxico especificado"
"E049","Bócio não-tóxico, não especificado"
"E050","Tireotoxicose com bócio difuso"
"E051","Tireotoxicose com bócio tóxico uninodular"
"E052","Tireotoxicose com bócio tóxico multinodular"
"E053","Tireotoxicose causada por tecido tireoidiano ectópico"
"E054","Tireotoxicose factícia"
"E055","Crise ou tempestade tireotóxica"
"E058","Outras tireotoxicoses"
"E059","Tireotoxicose não especificada"
"E060","Tireoidite aguda"
"E061","Tireoidite subaguda"
"E062","Tireoidite crônica com tireotoxicose transitória"
"E063","Tireoidite auto-imune"
"E064","Tireoidite induzida por droga"
"E065","Outras tireoidites crônicas"
"E069","Tireoidite não especificada"
"E070","Hipersecreção de calcitonina"
"E071","Bócio disormonogênico"
"E078","Outros transtornos especificados da tireóide"
"E079","Transtorno não especificado da tireóide"
"E100","Diabetes Mellitus insulino-dependente - com coma"
"E101","Diabetes Mellitus insulino-dependente - com cetoacidose"
"E102","Diabetes Mellitus insulino-dependente - com complicações renais"
"E103","Diabetes Mellitus insulino-dependente - com complicações oftálmicas"
"E104","Diabetes Mellitus insulino-dependente - com complicações neurológicas"
"E105","Diabetes Mellitus insulino-dependente - com complicações circulatórias periféricas"
"E106","Diabetes Mellitus insulino-dependente - com outras complicações especificadas"
"E107","Diabetes Mellitus insulino-dependente - com complicações múltiplas"
"E108","Diabetes Mellitus insulino-dependente - com complicações não especificadas"
"E109","Diabetes Mellitus insulino-dependente - sem complicações"
"E110","Diabetes Mellitus não-insulino-dependente - com coma"
"E111","Diabetes Mellitus não-insulino-dependente - com cetoacidose"
"E112","Diabetes Mellitus não-insulino-dependente - com complicações renais"
"E113","Diabetes Mellitus não-insulino-dependente - com complicações oftálmicas"
"E114","Diabetes Mellitus não-insulino-dependente - com complicações neurológicas"
"E115","Diabetes Mellitus não-insulino-dependente - com complicações circulatórias periféricas"
"E116","Diabetes Mellitus não-insulino-dependente - com outras complicações especificadas"
"E117","Diabetes Mellitus não-insulino-dependente - com complicações múltiplas"
"E118","Diabetes Mellitus não-insulino-dependente - com complicações não especificadas"
"E119","Diabetes Mellitus não-insulino-dependente - sem complicações"
"E120","Diabetes Mellitus relacionado com a desnutrição - com coma"
"E121","Diabetes Mellitus relacionado com a desnutrição - com cetoacidose"
"E122","Diabetes Mellitus relacionado com a desnutrição - com complicações renais"
"E123","Diabetes Mellitus relacionado com a desnutrição - com complicações oftálmicas"
"E124","Diabetes Mellitus relacionado com a desnutrição - com complicações neurológicas"
"E125","Diabetes Mellitus relacionado com a desnutrição - com complicações circulatórias periféricas"
"E126","Diabetes Mellitus relacionado com a desnutrição - com outras complicações especificadas"
"E127","Diabetes Mellitus relacionado com a desnutrição - com complicações múltiplas"
"E128","Diabetes Mellitus relacionado com a desnutrição - com complicações não especificadas"
"E129","Diabetes Mellitus relacionado com a desnutrição - sem complicações"
"E130","Outros tipos especificados de diabetes Mellitus - com coma"
"E131","Outros tipos especificados de diabetes Mellitus - com cetoacidose"
"E132","Outros tipos especificados de diabetes Mellitus - com complicações renais"
"E133","Outros tipos especificados de diabetes Mellitus - com complicações oftálmicas"
"E134","Outros tipos especificados de diabetes Mellitus - com complicações neurológicas"
"E135","Outros tipos especificados de diabetes Mellitus - com complicações circulatórias periféricas"
"E136","Outros tipos especificados de diabetes Mellitus - com outras complicações especificadas"
"E137","Outros tipos especificados de diabetes Mellitus - com complicações múltiplas"
"E138","Outros tipos especificados de diabetes Mellitus - com complicações não especificadas"
"E139","Outros tipos especificados de diabetes Mellitus - sem complicações"
"E140","Diabetes Mellitus não especificado - com coma"
"E141","Diabetes Mellitus não especificado - com cetoacidose"
"E142","Diabetes Mellitus não especificado - com complicações renais"
"E143","Diabetes Mellitus não especificado - com complicações oftálmicas"
"E144","Diabetes Mellitus não especificado - com complicações neurológicas"
"E145","Diabetes Mellitus não especificado - com complicações circulatórias periféricas"
"E146","Diabetes Mellitus não especificado - com outras complicações especificadas"
"E147","Diabetes Mellitus não especificado - com complicações múltiplas"
"E148","Diabetes Mellitus não especificado - com complicações não especificadas"
"E149","Diabetes Mellitus não especificado - sem complicações"
"E15","Coma hipoglicêmico não-diabético"
"E160","Hipoglicemia induzida por droga sem coma"
"E161","Outra hipoglicemia"
"E162","Hipoglicemia não especificada"
"E163","Aumento da secreção de glucagon"
"E164","Secreção anormal de gastrina"
"E168","Outros transtornos especificados da secreção pancreática interna"
"E169","Transtorno não especificado da secreção pancreática interna"
"E200","Hipoparatireoidismo idiopático"
"E201","Pseudohipoparatireoidismo"
"E208","Outro hipoparatireoidismo"
"E209","Hipoparatireoidismo não especificado"
"E210","Hiperparatireoidismo primário"
"E211","Hiperparatireoidismo secundário não classificado em outra parte"
"E212","Outro hiperparatireoidismo"
"E213","Hiperparatireoidismo não especificado"
"E214","Outros transtornos especificados da glândula paratireóide"
"E215","Transtorno não especificado da glândula paratireóide"
"E220","Acromegalia e gigantismo hipofisário"
"E221","Hiperprolactinemia"
"E222","Síndrome da secreção inadequada de hormônio antidiurético"
"E228","Outras hiperfunções da hipófise"
"E229","Hiperfunção não especificada da hipófise"
"E230","Hipopituitarismo"
"E231","Hipopituitarismo induzido por droga"
"E232","Diabetes insípido"
"E233","Disfunção hipotalâmica não classificada em outra parte"
"E236","Outros transtornos da hipófise"
"E237","Transtorno não especificado da hipófise"
"E240","Síndrome de Cushing dependente da hipófise"
"E241","Síndrome de Nelson"
"E242","Síndrome de Cushing induzida por droga"
"E243","Síndrome do Acth ectópico"
"E244","Síndrome de pseudo-Cushing induzida pelo álcool"
"E248","Outra síndrome de Cushing"
"E249","Síndrome de Cushing não especificada"
